CCENTRO;DCENTRO;EMAIL;TELEFONO
50009129;CINCO VILLAS;iescvejea@educa.aragon.es;976.660.008
50009142;HEIDI;ciheidi@ono.com;976.411.948
50010156;MIRALBUENO;iesmirzaragoza@educa.aragon.es;976.330.450
50010168;CONDES DE ARAGÓN;fpcondesdearagon@gmail.com;976.354.880
50010171;HERMANOS MARX;cphmazaragoza@educa.aragon.es;976.513.402
50010181;HISPANIDAD;cphiszaragoza@educa.aragon.es;976.329.898
50010193;PUERTA DE SANCHO;cppsazaragoza@educa.aragon.es;976.443.577
50008915;SAN GERMÁN;sangermanaspace@gmail.com;976.516.522
50007431;SAGRADO CORAZÓN DE JESÚS;colegioscj@fsbarat.org;976.466.282
50006761;ESCOLAPIAS SANTA ENGRACIA;miraflores@fe-escolapias.org;976.371.068
50006797;PADRE ENRIQUE DE OSSÓ;direcciongeneral@eossozaragoza.escuelateresiana.com;976.331.838
50008459;EL PORTILLO;iesporzaragoza@educa.aragon.es;976.336.433
50008149;EUGENIO LÓPEZ Y LÓPEZ;cpellzaragoza@educa.aragon.es;976.518.555
50007807;SANTA ROSA;dirgeneral.santarosa@fesd.es;976.222.699
50007856;OBRA DIOCESANA SANTO DOMINGO DE SILOS;odsds@planalfa.es;976.424.947
50010867;MIGUEL HERNÁNDEZ;cpeamhezaragoza@educa.aragon.es;976.785.476
50010879;MARGEN IZQUIERDA;cpeamizzaragoza@educa.aragon.es;976.392.657
50010880;JUAN JOSÉ LORENTE;cpeajjlzaragoza@educa.aragon.es;976.313.199
50010892;JOHAN FERRÁNDEZ D'HEREDIA;eoicalatayud@educa.aragon.es;976.885.542
50010909;DE EJEA DE LOS CABALLEROS;eoiejea@educa.aragon.es;976.663.544
50010922;DE TARAZONA;cemtarazona@educa.aragon.es;976.643.561
50008514;DE ZARAGOZA;eartezaragoza@educa.aragon.es;976.506.621
44004306;LA FUENFRESCA;cplfteruel@educa.aragon.es;978.600.301
44004318;DE TERUEL;eoiteruel@educa.aragon.es;978.620.557
44004331;JOSÉ PERIS LACASA;cpmalcaniz@educa.aragon.es;978.831.898
44004446;DE ALCAÑIZ;eoialcaniz@educa.aragon.es;978.832.936
44003636;VILLA DE UTRILLAS;cpvutrillas@educa.aragon.es;978.757.226
22005716;ESTADILLA-FONZ;crafonz@educa.aragon.es;974.412.031
22005728;MONTEARAGÓN;crachimillas@educa.aragon.es;974.252.151
22005731;ALTO GÁLLEGO;crabiescas@educa.aragon.es;974.485.308
22005741;EL TRÉBOL;crabinaced@educa.aragon.es;974.427.131
22005765;PIRINEOS;iespijaca@educa.aragon.es;974.355.857
22005789;RÍO ARAGÓN;direccion@crarioaragon.es;974.377.049
50017448;GIL TARÍN;cpgtlamuela@educa.aragon.es;976.144.255
50017451;PARQUE EUROPA;cputebo3@educa.aragon.es;976.787.480
50017461;CHIP Y CHOP;lcastrocordero@yahoo.es;976.742.707
50017503;OCÉANO ATLÁNTICO;info@oceanoatlantico.org;976.106.451
22005819;DE ALTORRICÓN;craaltorricon@educa.aragon.es;974.425.202
22005376;MIGUEL FLETA;cpmmonzon@educa.aragon.es;974.403.811
22005388;SIERRA DE SAN QUÍLEZ;iesbinefar@educa.aragon.es;974.428.295
22005391;LA LLITERA;iestamarite@educa.aragon.es;974.420.360
22005406;SOBRARBE;iesainsa@educa.aragon.es;974.500.056
22005431;DE PAÚLES DE SARSA;cppaules@educa.aragon.es;974.343.110
22005443;DE SABIÑÁNIGO;cpmsabinanigo@educa.aragon.es;974.482.834
22005881;ALTA RIBAGORZA;crabenasque@educa.aragon.es;974.551.180
22010098;ESCUELA ESPAÑOLA DE ESQUÍ;aeee@candanchu.com;974.373.324
22010104;LA COMETA;secretario@esplus.es;974.435.129
22010116;EL PÍ;eei@altorricon.com;974.425.201
22010128;CARDELINA;cardelina@aytosabinanigo.net;974.484.262
22010131;ESCUELA DE MÚSICA;emusica@barbastro.org;974.315.225
22010153;ARTE-MISS HUESCA;educacion@arte-miss.com;974.215.321
22010165;ESCUELA DE MONTAÑA DE BENASQUE;emb@prames.com;974.552.019
22010189;PARCHÍS;cristinaparchis@hotmail.com;974.709.411
22010190;EL TAMARINDO;escuelainfantil@tamaritedelitera.es;974.421.486
22010207;DE JACA;escuelainfantil@aytojaca.es;974.356.001
22005807;RIBERA DEL CINCA;cratorrente@educa.aragon.es;974.467.142
50017023;ALMOZARA;fernandoromeroterrel@gmail.com;976.443.804
50017035;DE BIOTA;AYTO.BIOTA@terra.es;976.670.014
50017047;ACTUR;fernandoromeroterrel@gmail.com;976.744.007
44001378;ANTONIO GARGALLO MOYA;cpagescucha@educa.aragon.es;978.758.127
50017540;DE LA ALMUNIA DE DOÑA GODINA;almunia@dpz.es;976.812.041
50017515;CENTRO NACIONAL DE ESTUDIOS E INVESTIGAC;educacion@anefs.es;976.488.981
44005165;ERAS DEL JILOCA;crapoyocid@educa.aragon.es;978.731.504
50006529;EL BUEN PASTOR;bpastorz@planalfa.es;976.273.762
50006542;CALASANCIO;calasanciozgz@escolapiosemaus.org;976.274.900
50006554;CALASANZ;escolapiascalasanz@planalfa.es;976.223.886
50006566;CARDENAL XAVIERRE;secretaria.xavierre@fesd.es;976.791.130
50006578;CANTÍN Y GAMBOA;cantin@cantinygamboa.com;976.223.211
50006581;COLEGIO MONTESSORI;administracion@fundacionmontessori.com;976.306.100
50002032;SAN JAVIER;cpsjescatron@educa.aragon.es;976.170.095
50002123;NTRA. SRA. DEL PILAR;cpfayon@educa.aragon.es;976.635.692
44002942;DE SARRIÓN;cpsarrion@educa.aragon.es;978.780.178
50010946;ANDALÁN;iesandzaragoza@educa.aragon.es;976.281.943
50010958;MIGUEL DE MOLINOS;iesmimozaragoza@educa.aragon.es;976.732.125
50010961;SIERRA DE LA VIRGEN;iesillueca@educa.aragon.es;976.822.544
50010995;MEDINA ALBAIDA;iesmalzaragoza@educa.aragon.es;976.491.900
50011008;RODANAS;iesepila@educa.aragon.es;976.817.090
50011021;EL PÓSITO;cpeatarazona@educa.aragon.es;976.642.482
50011033;DE UTEBO;eoiutebo@educa.aragon.es;976.785.962
50011045;DE TARAZONA;eoitarazona@educa.aragon.es;976.642.421
50011057;LA ALFRANCA;educacion@colegioingleszaragoza.org;976.573.030
50011069;ÁNGEL SANZ BRIZ;iesasbcasetas@educa.aragon.es;976.787.235
50011070;SIGLO XXI;iespedrola@educa.aragon.es;976.619.131
50011100;SAGRADO CORAZÓN-MONCAYO;secretaria.zm@corazonistas.com;976.751.259
50010764;ALEJO LORÉN ALBAREDA;cpalcaspe@educa.aragon.es;976.632.028
44004239;PEDRO LAÍN ENTRALGO;ieshijar@educa.aragon.es;978.820.876
44001159;ASTRÓNOMO ZARZOSO;ceipazcella@educa.aragon.es;978.653.505
50004077;MAESTRO MONREAL;cpricla@educa.aragon.es;976.606.294
50004478;ISIDORO GIL DE JAZ;cpsos@educa.aragon.es;948.888.202
50004481;MANUELA PÉREZ DE BIEL;ehsos@educa.aragon.es;948.888.020
22001358;CERBÍN;cpcampo@educa.aragon.es;974.550.180
50005707;FLORENCIO JARDIEL;cppenaflor@educa.aragon.es;976.154.291
50005422;ÁNGEL ESCORIAZA;cpaeszaragoza@educa.aragon.es;976.500.484
50005781;LA CONCEPCIÓN;laconcepcion@colegiosfec.com;976.570.322
50005793;ÍTACA;iesitazaragoza@educa.aragon.es;976.572.426
50005823;CONDES DE ARAGÓN;caragon@cece.es;976.330.300
22001437;LOS ARAÑONES;cpcanfranc@educa.aragon.es;974.373.015
50005872;MARIANO CASTILLO;cpmcazaragoza@educa.aragon.es;976.589.714
22010219;PASITO A PASO;ceipasitoapaso@gmail.com;974.244.848
22010220;ZIMBEL;info@guarderiazimbel.com;974.244.990
44005177;BAJO ARAGÓN;iesalcaniz@educa.aragon.es;978.831.063
50000163;CONDE ARANDA;iesalagon@educa.aragon.es;976.616.080
50003504;SAN NICASIO;cpnovillas@educa.aragon.es;976.861.197
22002727;DOMINGO MIRAL;iesdmjaca@educa.aragon.es;974.361.847
22002739;DE JACA;ehjaca@educa.aragon.es;974.362.067
22002740;INSTITUTO DE FORMACIÓN AGROAMBIENTAL;ifaja@aragon.es;974.356.819
50000618;VIRGEN DE LA PEANA;cpvpateca@educa.aragon.es;976.842.069
50000722;BELIA;cpbelchite@educa.aragon.es;976.830.316
50009993;CONCEPCIÓN ARENAL;cpeacarzaragoza@educa.aragon.es;976.296.491
50009361;JUAN DE LANUZA;colegio@juandelanuza.org;976.300.336
50009373;JOSÉ CAMÓN AZNAR;cpjcazaragoza@educa.aragon.es;976.329.102
50009385;ZALFONADA;cpzalzaragoza@educa.aragon.es;976.734.500
50009397;TENERÍAS;cptenzaragoza@educa.aragon.es;976.292.950
50009403;LAS FUENTES;cplfuzaragoza@educa.aragon.es;976.494.900
50009415;GLORIA ARENILLAS;cpgarzaragoza@educa.aragon.es;976.572.838
50009452;MARÍA MOLINER;cpmmozaragoza@educa.aragon.es;976.380.991
50009786;ANTONIO MARTÍNEZ GARAY;cpamgzaragoza@educa.aragon.es;976.774.417
50000734;SAN RAFAEL;rosariova12@yahoo.es;976.830.059
22003586;CINCA-CINQUETA;crabielsa@educa.aragon.es;974.506.161
22001243;ALTO ARA;crabroto@educa.aragon.es;974.486.317
22001656;RAMÓN J. SENDER;cpchalamera@educa.aragon.es;974.461.617
50010144;PABLO SERRANO;iespsezaragoza@educa.aragon.es;976.491.015
44004690;ALTO MAESTRAZGO;cracantavieja@educa.aragon.es;964.185.129
44004707;SOMONTANO-BAJO ARAGÓN;cramata@educa.aragon.es;978.849.357
44004719;PALMIRA PLÁ;cracedrillas@educa.aragon.es;978.774.162
44004720;ARIÑO-ALLOZA;craarino@educa.aragon.es;978.817.133
44004732;OLEA;cracastellote@educa.aragon.es;978.887.415
44004744;ALIFARA;craalifara@educa.aragon.es;978.854.553
44004756;TASTAVÍNS;crapenarroya@educa.aragon.es;978.896.796
44004768;DE MARTÍN DEL RÍO;cramartinrio@educa.aragon.es;978.750.022
44004771;DE MUNIESA;cramuniesa@educa.aragon.es;978.810.652
44004781;PÓRTICO DE ARAGÓN;craportico@educa.aragon.es;978.804.418
44004793;DE ALBARRACÍN;craalbarracin@educa.aragon.es;978.710.052
44004801;BAJO MARTÍN;crapueblah@educa.aragon.es;978.826.316
44004471;REGALLO;crapuigmoreno@educa.aragon.es;978.838.179
44004045;VALLE DEL JILOCA;iescalamocha@educa.aragon.es;978.730.137
44004082;DE CANTAVIEJA;ehcantavieja@educa.aragon.es;964.185.027
50006803;MARÍA INMACULADA;info@zaragoza.colegiosclaretianas.org;976.331.764
50010818;MARCO VALERIO MARCIAL;cpeacalatayud@educa.aragon.es;976.889.389
50010821;RICARDO SOLA ALMAU;cpeacarinena@educa.aragon.es;976.621.079
50010831;JOAQUÍN COSTA;cpeacaspe@educa.aragon.es;976.639.022
50010843;EXEA;cpeaejea@educa.aragon.es;976.662.865
50007996;VILLA CRUZ;colegiovillacruz@colegiovillacruz.com;976.271.205
50008034;BAJO ARAGÓN;colegio@bajoaragon-marianistas.org;976.414.300
50008356;CESÁREO ALIERTA;cpcalzaragoza@educa.aragon.es;976.557.935
50008666;AUGUSTA BÍLBILIS;cpabcalatayud@educa.aragon.es;976.881.743
50008678;RECTOR MAMÉS ESPERABÉ;cpmeejea@educa.aragon.es;976.661.323
50008691;RAMIRO SOLÁNS;cprsozaragoza@educa.aragon.es;976.344.865
50009889;ACADEMIA MARCO;info@academiamarco.com;976.441.699
50009944;MONSALUD;cpmonzaragoza@educa.aragon.es;976.300.011
50005641;FERNÁNDEZ VIZARRA;cpfvizaragoza@educa.aragon.es;976.785.828
50005653;MAESTRO DON PEDRO ORÓS;cppomovera@educa.aragon.es;976.586.433
50005677;JUAN PABLO BONET;cpjpbzaragoza@educa.aragon.es;976.574.495
50005690;DE MOVERA;cpifpmovera@educa.aragon.es;976.586.284
50010272;EL SALVADOR;colegio@jesuitaszaragoza.es;976.353.400
50010284;COMUNIDAD DE DAROCA;iesdaroca@educa.aragon.es;976.802.072
50010296;INFANTA ELENA;cpieutebo@educa.aragon.es;976.774.442
50010302;FRANCISCO GRANDE COVIÁN;iesfgczaragoza@educa.aragon.es;976.422.308
50010314;LOS ENLACES;cpilosenlaces@educa.aragon.es;976.300.804
50010028;ALAÚN;centroalaun@alaun.es;976.611.374
50009725;CODEF;codefadultos@adunare.org;976.332.638
50009749;LA ESTRELLA;cpleszaragoza@educa.aragon.es;976.470.262
50009762;Nº 1;eoi1z@educa.aragon.es;976.357.400
50010430;PABLO BRUNA;emusipbruna@darcultura.e.telefonica.net;976.801.037
50017527;PIRINEOS;einfantil-pirineos@zaragoza.es;976.513.323
50017242;EL CARMEN;guarderia@parroquiadelcarmen.es;976.404.599
50011781;VALLE DE TENA;secretaria@fpvalledetena.com;976.550.365
50011793;ARTE-MISS ZARAGOZA, CENTRO 1;arte-miss@arte-miss.com;976.331.188
50011801;JOSÉ ANTONIO LABORDETA SUBÍAS;cpjalzaragoza@educa.aragon.es;976.737.842
50011811;CHIQUITINES II;martica.ml@hotmail.com;976.577.370
50011847;JOSEFA AMAR Y BORBÓN;cpavzaragoza@educa.aragon.es;976.732.450
50011872;VILLACAMPA;einfantil-villacampa@zaragoza.es;976.523.283
50017011;EDUCANDO;ceieducando@gmail.com;976.282.997
50008587;ODÓN DE BUEN;cpzuera@educa.aragon.es;976.680.114
50008605;NUESTRA SEÑORA DEL PILAR;secretaria@nspilarzuera.com;976.680.116
50008617;SAN GABRIEL;secretaria@sangabriel.es;976.680.044
50008629;E.F.A. EL SALTO;elsalto@efasdearagon.es;976.680.370
50008630;CEDES;secretaria@fundacioncedes.es;976.515.121
50008642;MARÍA MOLINER;iesmmozaragoza@educa.aragon.es;976.331.803
50009488;LOS PUEYOS;pueyos@pueyos.org;976.570.244
50017059;CENTRO DE DISEÑO HACER CREATIVO;secretaria@hacercreativo.com;976.400.325
50017060;FEDERICO CHOPÍN;chopin@chopinzaragoza.com;976.333.435
50017072;PARQUE GOYA;cppgzaragoza@educa.aragon.es;976.106.388
50017084;PEQUEAYUD;pequeayud@gmail.com;976.882.231
50017096;ARSENIO JIMENO;info@centroformacion.ugt.org;976.700.500
50017114;FERNANDO LÁZARO CARRETER;eoizuera@educa.aragon.es;976.690.483
50017126;DE ALCAÑIZ;iescaspe@educa.aragon.es;976.630.208
50017141;ZAGALICOS;zagalicosherrera@gmail.com;976.143.106
50017151;CALATORINES;calatorao1@terra.es;976.607.804
50017163;FUNDACIÓN EL REFUGIO;secretaria@hermandaddelrefugio.es;976.221.837
50017175;NTRA. SRA. DE LOS DOLORES;patronato@albadanet.com;976.499.703
50017187;MIGUEL ARNAUDAS;ayuntamiento@alagon.net;976.611.814
50017199;ESCUELA DE MÚSICA;cmolino@ayto-utebo.es;976.770.000
50017205;NUESTRA SEÑORA DE LA ROSA;gil@casetas.e.telefonica.net;976.772.781
50017217;ALDEAS INFANTILES SOS DE ESPAÑA;yestebanez@aldeasinfantiles.es;976.582.813
50017229;BOLANDRINA;bolandrina@hotmail.com;976.203.924
50017230;ESCUELA DE MÚSICA;escuelademusica@aytoejea.es;976.677.769
50007467;LA SALLE FRANCISCANAS GRAN VÍA;direccion.granvia@lasalle.es;976.306.060
50011562;ANTONIO BELTRÁN MARTÍNEZ;cpabmzaragoza@educa.aragon.es;976.332.864
50011574;CPA-SALDUIE;info@cpasalduie.com;976.522.741
22002168;BALTASAR GRACIÁN;iesgraus@educa.aragon.es;974.540.157
50011598;SANTA MARÍA;cmusicasantamaria@jrsmaria.e.telefonica.net;976.293.871
50011604;CITTÁ DI ROMA;conservatorio@cittadiroma.es;976.597.136
50011628;TIC TAC;isafernandezgas@telefonica.net;976.472.114
50011631;MARCO ALDANY TALLER DE PELUQUEROS;zaragoza_marcoaldany@hotmail.com;976.384.397
50011641;ANGEL MINGOTE;angelmingote@gmail.com;976.568.484
50011653;RUBINSTEIN;academiarubinstein@msn.com;976.332.346
50011665;BAIX MATARRANYA;iesmaella@educa.aragon.es;976.638.800
50011677;VALLE DEL HUECHA;iesmallen@educa.aragon.es;976.861.409
50011690;REYES CATÓLICOS;iessadaba@educa.aragon.es;976.675.425
50011707;BENJAMÍN JARNÉS;iessastago@educa.aragon.es;976.172.192
50011719;BENJAMÍN JARNÉS;iesbelchite@educa.aragon.es;976.839.075
50011720;SABINA ALBAR;iesbujaraloz@educa.aragon.es;976.173.220
50011732;MAR DE ARAGÓN;iescaspe@educa.aragon.es;976.630.208
50011756;PELUCHE;peluche@ci-peluche.com;976.560.005
50011461;ALFINDÉN;cpeaalfinden@educa.aragon.es;976.108.571
50008125;CORONA DE ARAGÓN;iescorzaragoza@educa.aragon.es;976.467.000
44003171;LA PURÍSIMA Y SANTOS MÁRTIRES;lpsm@planalfa.es;978.601.161
50005598;JULIÁN NIETO TAPIA;cpjntzaragoza@gmail.com;976.340.620
50005616;SAN ANTONIO;director.sanantonio@atades.org;976.331.940
50005628;SAN ALBERTO MAGNO;secretaria@colegioaleman.com;976.340.321
50005631;HERMANOS ARGENSOLA;cpharzaragoza@educa.aragon.es;976.575.325
22002302;JUAN XXIII;cpjxxhuesca@educa.aragon.es;974.220.296
22002338;PÍO XII;cppxhuesca@educa.aragon.es;974.223.593
22002673;SAN JUAN DE LA PEÑA;cpsjphuesca@educa.aragon.es;974.356.370
22002703;ESCUELAS PÍAS;joseignaciobilbao@escolapiosemaus.org;974.360.392
44004124;ISABEL DE SEGURA;cpeateruel@educa.aragon.es;978.607.881
44004148;GLORIA FUERTES;ceeandorra@educa.aragon.es;978.842.652
44004173;DE TERUEL;cpmteruel@educa.aragon.es;978.605.714
50010247;SANTA ANA;cpmainar@educa.aragon.es;976.807.218
50018921;ZAGALINES;alhama@dpz.es;976.840.018
50010399;RÍO EBRO;cprebzaragoza@educa.aragon.es;976.517.021
44010598;SAGALETS (AULA DE MONROYO);administracion@matarranya.org;978.890.860
22010761;DE PEÑALBA;aytopenalba@monegros.net;974.462.031
50018957;DE LONGARES;longares@dpz.es;976.142.596
50018945;DE LÉCERA;lecera@dpz.es;976.835.001
50011896;INSTITUTO UNIVERSITARIO DE INVESTIGACIÓN;;976.762.760
50011902;INSTITUTO UNIVERSITARIO DE INVESTIGACIÓN;ina@unizar.es;976.762.777
50600774;EL PARAISO;guarde.blanca@hotmail.es;976.426.702
50700069;MARÍA DE ÁVILA;administracion@espaciomariadeavila.es;976.563.248
50010910;SANTA CECILIA;jorgesope@hotmail.com;976.271.564
22010001;SAN JORGE;centroescolar@aspacehuesca.org;974.227.962
50600336;LO FORN;nonaspe@dpz.es;976.636.454
50600361;DE REMOLINOS;remolino@dpz.es;976.618.112
50600889;LUCAS;marissa201109@hotmail.com;976.435.687
50601043;CHITTY;guarderiachitty@yahoo.es;976.513.877
50601055;DUMBO;jalbala@hotmail.es;976.501.099
50601079;SAGASTA;info@colegiosagasta.com;976.270.344
50601080;MAFALDA;conchita.benasach@telefonica.net;976.416.082
50601092;CHIQUITINES;tcaldana07@hotmail.com;976.354.414
50601109;COLORINES;jardindeinfanciacolorines@gmail.com;976.562.190
50601122;MAFALDA;asunmafalda@hotmail.com;976.326.648
50601134;MAFALDA;;976.518.325
50601161;ROSA'S;;976.774.285
50601171;ALAMEDA;solpostigouriol@yahoo.es;976.358.373
50601183;RUSIÑOL;carmenbarcelobes@yahoo.es;976.498.107
50601195;WALT DISNEY;levasan@hotmail.com;976.437.535
50601021;BURBUJAS;;976.219.689
50600634;ARCO IRIS;lauraguarderia@hotmail.com;976.786.476
50600646;DISNEY;anamarinsalvador@gmail.com;653.931.640
50600658;LA GUARDE;laguarde_villanueva@hotmail.com;976.186.961
50600661;CENTRO INFANTIL APOYO Y RECREO;mimundo@telefonica.net;976.252.810
50600683;AITANA;guarderiaaitana@gmail.com;976.283.029
50600695;ALIERTA;contacta@mundounido.info;976.596.859
50600725;ANGELITOS;vanecerrada@hotmail.com;976.736.044
50600737;CHAVALICOS;chavalicos@aceinzar.es;976.492.748
50600750;CHICOS;ceichicos@gmail.com;976.564.026
50600762;CHUPETIN;escuelachupetin@gmail.com;976.527.044
22010293;LA FONTANETA;aytoayerbe@reinodelosmallos.com;974.380.895
50011689;JOAQUÍN TORRES;iesmequinenza@educa.aragon.es;974.465.073
50017394;JUNQUICOS;junquicos@lapuebladealfinden.es;976.109.676
50011501;CONSERVATORIO MUNICIPAL PROFESIONAL DE D;conservatoriodanzasecretaria@zaragoza.es;976.721.730
22700133;DE FRAGA;cprfraga@educa.aragon.es;974.472.347
50700240;C. ARAGON. RECU. EDUC. INCLUSIVA (CAREI);carei@aragon.es;976.713.025
22005662;DE SABIÑÁNIGO;eoisabinanigo@educa.aragon.es;974.484.045
22006034;BAJO CINCA;cpeafraga@educa.aragon.es;974.453.733
44004677;PABLO ANTONIO CRESPO;craaliaga@educa.aragon.es;978.771.442
50011823;ESCUELA UNIVERSITARIA DE TURISMO;acaeturz@unizar.es;976.203.120
50011859;INSTITUTO DE CIENCIA DE MATERIALES DE AR;director.icma@csic.es;976.761.231
50011860;LABORATORIO DE INVESTIGACIÓN EN TECNOLOG;director.litec@csic.es;976.716.303
50017801;CU CU-TAS TAS;escuelainfantil@cucutastas.es;976.733.944
22005546;ESCUELA UNIVERSITARIA DE ESTUDIOS EMPRES;admeueeh@unizar.es;974.239.373
50011914;INSTITUTO UNIVERSITARIO DE INVESTIGACIÓN;iuch@unizar.es;976.762.284
50011926;UNIVERSIDAD SAN JORGE;;902.502.622
50011938;ESCUELA POLITÉCNICA SUPERIOR;info@usj.es;976.060.100
50011941;FACULTAD DE CIENCIAS DE LA COMUNICACIÓN;info@usj.es;976.060.100
50011951;ESCUELA SUPERIOR DE ARQUITECTURA;info@usj.es;976.060.100
50011963;FACULTAD DE BELLAS ARTES;info@usj.es;976.060.100
50011975;FACULTAD DE PSICOLOGÍA;infousj@svalero.es;976.060.100
50011987;INSTITUTO UNIVERSITARIO DE INVESTIGACIÓN;bifi@unizar.es;976.562.212
50017709;DE GALLUR;gallur@dpz.es;976.864.068
50017001;ANDARINES;andarines1@hotmail.com;976.523.260
50005483;VIRGEN DE GUADALUPE;vguadalupez@planalfa.es;976.754.080
22010177;LA MAINADA;aytocastejondesos@aragon.es;974.553.000
50017631;DE ALAGÓN;ayuntamiento@alagon.net;976.613.104
50017692;DE MALLÉN;aytomallen@aytomallen.com;976.850.196
22010271;LUPITA;vencillon@lalitera.org;974.434.310
50017734;LAS BALSAS;culturzuera@hotmail.com;976.690.428
50017746;DE CASPE;gesclan@terra.es;976.631.430
50011884;INSTITUTO UNIVERSITARIO DE CIENCIAS DE L;secice@posta.unizar.es;976.761.494
22010268;DE BIESCAS;esinfantilbiescas@hotmail.com;974.485.316
50900022;DIPUTACION GENERAL DE ARAGON;;976.714.000
50900010;COMUNIDAD AUTONOMA DE ARAGON;;976.714.000
50008769;SERVICIO PROVINCIAL;;976.716.400
44004008;SERVICIO PROVINCIAL;;978.641.250
22004645;SERVICIO PROVINCIAL;;974.221.400
44004811;DEL MEZQUÍN;cracastelseras@educa.aragon.es;978.877.131
44005219;ESCUELA DE MÚSICA Y DANZA;monreal_em@hotmail.com;978.863.373
50700021;DE EJEA DE LOS CABALLEROS;cifeejea@educa.aragon.es;976.677.160
50700033;JUAN DE LANUZA;cprzaragoza2@educa.aragon.es;976.395.550
50700045;DE ALMUNIA DE DOÑA GODINA (LA);cprofesoradoalmunia@educa.aragon.es;976.811.732
50017783;ARCO-IRIS;aytocadrete@cadrete.org;976.126.572
50017795;EVARISTO BERNAL;fernandoromeroterrel@gmail.com;976.180.559
22900031;ARCHIVO HISTORICO PROVINCIAL;Hphuesca@aragon.es;974.239.880
22900021;BIBLIOTECA PUBLICA;bibliohuesca@aragon.es;974.239.020
22900018;MUSEO;museohu@aragon.es;974.220.586
44900038;DE TERUEL;bibliotecateruel@aragon.es;978.641.430
44900026;ARCHIVO HISTORICO PROVINCIAL;archivoteruel@aragon.es;978.608.387
44900014;"MUSEO MONOGRÁFICO ""JOAN CABRE""";mjuancabre@aragon.es;978.851.479
50900058;BIBLIOTECA DE ARAGÓN;;
50005744;ANDRÉS OLIVÁN;cpaolzaragoza@educa.aragon.es;976.150.249
50011151;TRES RIBERAS;cramaluenda@educa.aragon.es;976.890.289
50011239;ÍNSULA BARATARIA;crainsulabarataria@educa.aragon.es;976.651.240
50011458;CASA CANAL;cpeaccazaragoza@educa.aragon.es;976.278.886
50010855;EMILIO NAVARRO;cpeautebo@educa.aragon.es;976.462.768
