ensenanza,curso,codmodalidad,modalidad,turno,exp,sexo,codcentro,centro,provincia,localidad,nmatriculado
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS302,Producción de Audiovisuales y espectáculos,Diurno,20030000268313,Hombre,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS302,Producción de Audiovisuales y espectáculos,Diurno,20040000117537,Hombre,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS302,Producción de Audiovisuales y espectáculos,Diurno,20050000192583,Hombre,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS302,Producción de Audiovisuales y espectáculos,Diurno,20050000200679,Mujer,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS302,Producción de Audiovisuales y espectáculos,Diurno,20050000201168,Hombre,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS302,Producción de Audiovisuales y espectáculos,Diurno,20070000011076,Mujer,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS302,Producción de Audiovisuales y espectáculos,Diurno,20070000016902,Hombre,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS302,Producción de Audiovisuales y espectáculos,Diurno,20070000116761,Hombre,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS302,Producción de Audiovisuales y espectáculos,Diurno,20070000117776,Mujer,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS302,Producción de Audiovisuales y espectáculos,Diurno,20180000488606,Mujer,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS302,Producción de Audiovisuales y espectáculos,Diurno,20180000492218,Mujer,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS302,Producción de Audiovisuales y espectáculos,A distancia,19950000229476,Hombre,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS302,Producción de Audiovisuales y espectáculos,A distancia,20000000227710,Mujer,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS302,Producción de Audiovisuales y espectáculos,A distancia,20010000278688,Hombre,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS302,Producción de Audiovisuales y espectáculos,A distancia,20030000161754,Mujer,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS302,Producción de Audiovisuales y espectáculos,A distancia,20030000171619,Mujer,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS302,Producción de Audiovisuales y espectáculos,A distancia,20030000210664,Mujer,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS302,Producción de Audiovisuales y espectáculos,A distancia,20030000253481,Hombre,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS302,Producción de Audiovisuales y espectáculos,A distancia,20030000257133,Hombre,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS302,Producción de Audiovisuales y espectáculos,A distancia,20030000265623,Mujer,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS302,Producción de Audiovisuales y espectáculos,A distancia,20030000265777,Hombre,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS302,Producción de Audiovisuales y espectáculos,A distancia,20030000269637,Hombre,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS302,Producción de Audiovisuales y espectáculos,A distancia,20030000283850,Mujer,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS302,Producción de Audiovisuales y espectáculos,A distancia,20030000283894,Mujer,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS302,Producción de Audiovisuales y espectáculos,A distancia,20040000154142,Hombre,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS302,Producción de Audiovisuales y espectáculos,A distancia,20040000154924,Mujer,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS302,Producción de Audiovisuales y espectáculos,A distancia,20040000183048,Hombre,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS302,Producción de Audiovisuales y espectáculos,A distancia,20040000356736,Hombre,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS302,Producción de Audiovisuales y espectáculos,A distancia,20040000380805,Mujer,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS302,Producción de Audiovisuales y espectáculos,A distancia,20050000197957,Hombre,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS302,Producción de Audiovisuales y espectáculos,A distancia,20050000200805,Mujer,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS302,Producción de Audiovisuales y espectáculos,A distancia,20080000283384,Mujer,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS302,Producción de Audiovisuales y espectáculos,A distancia,20080000286535,Mujer,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS302,Producción de Audiovisuales y espectáculos,A distancia,20080000295117,Hombre,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS302,Producción de Audiovisuales y espectáculos,A distancia,20090000336700,Hombre,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS302,Producción de Audiovisuales y espectáculos,A distancia,20090000339903,Hombre,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS302,Producción de Audiovisuales y espectáculos,A distancia,20100000357408,Hombre,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS302,Producción de Audiovisuales y espectáculos,A distancia,20120000376949,Hombre,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS302,Producción de Audiovisuales y espectáculos,A distancia,20130000405143,Mujer,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS302,Producción de Audiovisuales y espectáculos,A distancia,20140000417134,Hombre,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS302,Producción de Audiovisuales y espectáculos,A distancia,20160000454038,Mujer,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS302,Producción de Audiovisuales y espectáculos,A distancia,20160000455172,Hombre,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS302,Producción de Audiovisuales y espectáculos,A distancia,20160000457031,Mujer,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS302,Producción de Audiovisuales y espectáculos,A distancia,20170000472771,Mujer,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS302,Producción de Audiovisuales y espectáculos,A distancia,20170000472879,Hombre,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS302,Producción de Audiovisuales y espectáculos,A distancia,20180000488767,Hombre,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS302,Producción de Audiovisuales y espectáculos,A distancia,20180000489106,Hombre,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS302,Producción de Audiovisuales y espectáculos,A distancia,20180000489126,Hombre,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS302,Producción de Audiovisuales y espectáculos,A distancia,20180000489129,Mujer,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS302,Producción de Audiovisuales y espectáculos,A distancia,20180000489152,Hombre,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS302,Producción de Audiovisuales y espectáculos,A distancia,20180000489381,Mujer,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS302,Producción de Audiovisuales y espectáculos,A distancia,20180000489682,Hombre,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS302,Producción de Audiovisuales y espectáculos,A distancia,20180000489743,Mujer,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS302,Producción de Audiovisuales y espectáculos,A distancia,20180000491569,Mujer,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS302,Producción de Audiovisuales y espectáculos,A distancia,20180000491579,Hombre,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS302,Producción de Audiovisuales y espectáculos,A distancia,20180000491609,Mujer,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS302,Producción de Audiovisuales y espectáculos,A distancia,20180000491676,Mujer,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS302,Producción de Audiovisuales y espectáculos,A distancia,20180000491735,Mujer,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS302,Producción de Audiovisuales y espectáculos,A distancia,20180000492102,Hombre,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS302,Producción de Audiovisuales y espectáculos,A distancia,20190000508399,Hombre,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS302,Producción de Audiovisuales y espectáculos,A distancia,20190000508749,Mujer,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS302,Producción de Audiovisuales y espectáculos,A distancia,20190000508750,Hombre,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS302,Producción de Audiovisuales y espectáculos,A distancia,20190000508751,Hombre,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS302,Producción de Audiovisuales y espectáculos,A distancia,20190000508752,Mujer,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS302,Producción de Audiovisuales y espectáculos,A distancia,20190000508753,Hombre,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS302,Producción de Audiovisuales y espectáculos,A distancia,20190000508754,Hombre,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS302,Producción de Audiovisuales y espectáculos,A distancia,20190000508755,Mujer,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS302,Producción de Audiovisuales y espectáculos,A distancia,20190000508893,Mujer,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS302,Producción de Audiovisuales y espectáculos,A distancia,20190000508894,Hombre,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS302,Producción de Audiovisuales y espectáculos,A distancia,20190000508895,Hombre,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS302,Producción de Audiovisuales y espectáculos,A distancia,20190000510874,Mujer,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS302,Producción de Audiovisuales y espectáculos,A distancia,20190000510876,Mujer,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS302,Producción de Audiovisuales y espectáculos,A distancia,20190000510885,Mujer,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS302,Producción de Audiovisuales y espectáculos,A distancia,20190000511563,Mujer,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS302,Producción de Audiovisuales y espectáculos,A distancia,20190000512296,Mujer,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS303,Realización de proyectos Audiovisuales y espectáculos,Vespertino,19960000227278,Hombre,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS303,Realización de proyectos Audiovisuales y espectáculos,Vespertino,20030000139969,Mujer,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS303,Realización de proyectos Audiovisuales y espectáculos,Vespertino,20030000145203,Mujer,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS303,Realización de proyectos Audiovisuales y espectáculos,Vespertino,20030000189069,Mujer,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS303,Realización de proyectos Audiovisuales y espectáculos,Vespertino,20030000192131,Mujer,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS303,Realización de proyectos Audiovisuales y espectáculos,Vespertino,20030000205192,Hombre,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS303,Realización de proyectos Audiovisuales y espectáculos,Vespertino,20030000222067,Hombre,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS303,Realización de proyectos Audiovisuales y espectáculos,Vespertino,20030000225586,Hombre,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS303,Realización de proyectos Audiovisuales y espectáculos,Vespertino,20030000228018,Mujer,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS303,Realización de proyectos Audiovisuales y espectáculos,Vespertino,20030000230341,Mujer,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS303,Realización de proyectos Audiovisuales y espectáculos,Vespertino,20030000238781,Mujer,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS303,Realización de proyectos Audiovisuales y espectáculos,Vespertino,20030000247759,Hombre,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS303,Realización de proyectos Audiovisuales y espectáculos,Vespertino,20030000251490,Hombre,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS303,Realización de proyectos Audiovisuales y espectáculos,Vespertino,20030000256140,Hombre,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS303,Realización de proyectos Audiovisuales y espectáculos,Vespertino,20030000262395,Hombre,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS303,Realización de proyectos Audiovisuales y espectáculos,Vespertino,20030000273191,Hombre,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS303,Realización de proyectos Audiovisuales y espectáculos,Vespertino,20030000283796,Mujer,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS303,Realización de proyectos Audiovisuales y espectáculos,Vespertino,20050000193396,Hombre,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS303,Realización de proyectos Audiovisuales y espectáculos,Vespertino,20050000195306,Hombre,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS303,Realización de proyectos Audiovisuales y espectáculos,Vespertino,20050000196625,Hombre,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS303,Realización de proyectos Audiovisuales y espectáculos,Vespertino,20050000202792,Hombre,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS303,Realización de proyectos Audiovisuales y espectáculos,Vespertino,20050000203915,Mujer,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS303,Realización de proyectos Audiovisuales y espectáculos,Vespertino,20050000206444,Mujer,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS303,Realización de proyectos Audiovisuales y espectáculos,Vespertino,20050000210084,Mujer,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS303,Realización de proyectos Audiovisuales y espectáculos,Vespertino,20050000214725,Mujer,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS303,Realización de proyectos Audiovisuales y espectáculos,Vespertino,20070000157351,Hombre,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS303,Realización de proyectos Audiovisuales y espectáculos,Vespertino,20080000293435,Hombre,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS303,Realización de proyectos Audiovisuales y espectáculos,Vespertino,20080000298420,Mujer,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS303,Realización de proyectos Audiovisuales y espectáculos,Vespertino,20100000343308,Mujer,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS303,Realización de proyectos Audiovisuales y espectáculos,Vespertino,20100000357557,Hombre,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS303,Realización de proyectos Audiovisuales y espectáculos,Vespertino,20120000377259,Hombre,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS303,Realización de proyectos Audiovisuales y espectáculos,Vespertino,20120000378351,Hombre,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS303,Realización de proyectos Audiovisuales y espectáculos,Vespertino,20170000472681,Mujer,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS303,Realización de proyectos Audiovisuales y espectáculos,Vespertino,20180000488802,Hombre,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS303,Realización de proyectos Audiovisuales y espectáculos,Vespertino,20180000489087,Mujer,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS304,Sonido para Audiovisuales y espectáculos,Diurno,19980000164271,Hombre,22002508,RAMÓN Y CAJAL,Huesca,Huesca,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS304,Sonido para Audiovisuales y espectáculos,Diurno,20030000145255,Hombre,22002508,RAMÓN Y CAJAL,Huesca,Huesca,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS304,Sonido para Audiovisuales y espectáculos,Diurno,20030000193770,Mujer,22002508,RAMÓN Y CAJAL,Huesca,Huesca,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS304,Sonido para Audiovisuales y espectáculos,Diurno,20030000195673,Hombre,22002508,RAMÓN Y CAJAL,Huesca,Huesca,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS304,Sonido para Audiovisuales y espectáculos,Diurno,20030000206758,Hombre,22002508,RAMÓN Y CAJAL,Huesca,Huesca,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS304,Sonido para Audiovisuales y espectáculos,Diurno,20030000226869,Mujer,22002508,RAMÓN Y CAJAL,Huesca,Huesca,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS304,Sonido para Audiovisuales y espectáculos,Diurno,20030000256632,Hombre,22002508,RAMÓN Y CAJAL,Huesca,Huesca,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS304,Sonido para Audiovisuales y espectáculos,Diurno,20040000344678,Hombre,22002508,RAMÓN Y CAJAL,Huesca,Huesca,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS304,Sonido para Audiovisuales y espectáculos,Diurno,20050000192214,Hombre,22002508,RAMÓN Y CAJAL,Huesca,Huesca,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS304,Sonido para Audiovisuales y espectáculos,Diurno,20050000199761,Hombre,22002508,RAMÓN Y CAJAL,Huesca,Huesca,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS304,Sonido para Audiovisuales y espectáculos,Diurno,20050000209284,Hombre,22002508,RAMÓN Y CAJAL,Huesca,Huesca,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS304,Sonido para Audiovisuales y espectáculos,Diurno,20050000215179,Hombre,22002508,RAMÓN Y CAJAL,Huesca,Huesca,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS304,Sonido para Audiovisuales y espectáculos,Diurno,20060000005139,Hombre,22002508,RAMÓN Y CAJAL,Huesca,Huesca,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS304,Sonido para Audiovisuales y espectáculos,Diurno,20070000274828,Hombre,22002508,RAMÓN Y CAJAL,Huesca,Huesca,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS304,Sonido para Audiovisuales y espectáculos,Diurno,20080000289079,Hombre,22002508,RAMÓN Y CAJAL,Huesca,Huesca,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS304,Sonido para Audiovisuales y espectáculos,Diurno,20080000289570,Hombre,22002508,RAMÓN Y CAJAL,Huesca,Huesca,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS304,Sonido para Audiovisuales y espectáculos,Diurno,20080000318275,Hombre,22002508,RAMÓN Y CAJAL,Huesca,Huesca,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS304,Sonido para Audiovisuales y espectáculos,Diurno,20160000451817,Hombre,22002508,RAMÓN Y CAJAL,Huesca,Huesca,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS304,Sonido para Audiovisuales y espectáculos,Diurno,20170000469972,Hombre,22002508,RAMÓN Y CAJAL,Huesca,Huesca,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS304,Sonido para Audiovisuales y espectáculos,Diurno,20170000474323,Hombre,22002508,RAMÓN Y CAJAL,Huesca,Huesca,1
Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS304,Sonido para Audiovisuales y espectáculos,Diurno,20180000489257,Hombre,22002508,RAMÓN Y CAJAL,Huesca,Huesca,1
"Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS305,""Animaciones 3D, juegos y entornos interactivos"",Diurno,20030000119209,Hombre,50010314,LOS ENLACES,Zaragoza,Zaragoza,1"
"Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS305,""Animaciones 3D, juegos y entornos interactivos"",Diurno,20030000189258,Mujer,50010314,LOS ENLACES,Zaragoza,Zaragoza,1"
"Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS305,""Animaciones 3D, juegos y entornos interactivos"",Diurno,20030000214449,Hombre,50010314,LOS ENLACES,Zaragoza,Zaragoza,1"
"Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS305,""Animaciones 3D, juegos y entornos interactivos"",Diurno,20030000215771,Mujer,50010314,LOS ENLACES,Zaragoza,Zaragoza,1"
"Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS305,""Animaciones 3D, juegos y entornos interactivos"",Diurno,20030000255102,Hombre,50010314,LOS ENLACES,Zaragoza,Zaragoza,1"
"Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS305,""Animaciones 3D, juegos y entornos interactivos"",Diurno,20030000266341,Hombre,50010314,LOS ENLACES,Zaragoza,Zaragoza,1"
"Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS305,""Animaciones 3D, juegos y entornos interactivos"",Diurno,20040000319187,Mujer,50010314,LOS ENLACES,Zaragoza,Zaragoza,1"
"Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS305,""Animaciones 3D, juegos y entornos interactivos"",Diurno,20040000388230,Mujer,50010314,LOS ENLACES,Zaragoza,Zaragoza,1"
"Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS305,""Animaciones 3D, juegos y entornos interactivos"",Diurno,20050000194592,Mujer,50010314,LOS ENLACES,Zaragoza,Zaragoza,1"
"Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS305,""Animaciones 3D, juegos y entornos interactivos"",Diurno,20050000196988,Hombre,50010314,LOS ENLACES,Zaragoza,Zaragoza,1"
"Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS305,""Animaciones 3D, juegos y entornos interactivos"",Diurno,20050000203954,Hombre,50010314,LOS ENLACES,Zaragoza,Zaragoza,1"
"Ciclos Formativos de Formación Profesional de Grado Superior,2,IMS305,""Animaciones 3D, juegos y entornos interactivos"",Diurno,20050000205908,Hombre,50010314,LOS ENLACES,Zaragoza,Zaragoza,1"
