"codigo":"ACA301","denominacion":"Gestión y Organización de Empresas Agropecuarias","grado":" "-n-"codigo":"MONTEARAGÓN","tipo":"Centro público"
"codigo":"SSC201","denominacion":"Atención a Personas en situación de Dependencia","grado":"MEDIO "-n-"codigo":"LUIS BUÑUEL","tipo":"Centro público"
"codigo":"SSC201","denominacion":"Atención a Personas en situación de Dependencia","grado":"MEDIO "-n-"codigo":"LUIS BUÑUEL","tipo":"Centro público"
"codigo":"SSC201","denominacion":"Atención a Personas en situación de Dependencia","grado":"MEDIO "-n-"codigo":"MARÍA MOLINER","tipo":"Centro público"
"codigo":"SSC301","denominacion":"Animación sociocultural y turística","grado":"SUPERIOR "-n-"codigo":"SAN ALBERTO MAGNO","tipo":"Centro público"
"codigo":"SSC301","denominacion":"Animación sociocultural y turística","grado":"SUPERIOR "-n-"codigo":"AVEMPACE","tipo":"Centro público"
"codigo":"SSC302","denominacion":"Educación Infantil (Formación Profesional)","grado":" "-n-"codigo":"MARTÍNEZ VARGAS","tipo":"Centro público"
"codigo":"SSC302","denominacion":"Educación Infantil (Formación Profesional)","grado":" "-n-"codigo":"MARTÍNEZ VARGAS","tipo":"Centro público"
"codigo":"SSC302","denominacion":"Educación Infantil (Formación Profesional)","grado":" "-n-"codigo":"MONTEARAGÓN","tipo":"Centro público"
"codigo":"SSC302","denominacion":"Educación Infantil (Formación Profesional)","grado":" "-n-"codigo":"SANTA EMERENCIANA","tipo":"Centro público"
"codigo":"SSC302","denominacion":"Educación Infantil (Formación Profesional)","grado":" "-n-"codigo":"LUIS BUÑUEL","tipo":"Centro público"
"codigo":"SSC302","denominacion":"Educación Infantil (Formación Profesional)","grado":" "-n-"codigo":"LUIS BUÑUEL","tipo":"Centro público"
"codigo":"SSC302","denominacion":"Educación Infantil (Formación Profesional)","grado":" "-n-"codigo":"AVEMPACE","tipo":"Centro público"
"codigo":"SSC302","denominacion":"Educación Infantil (Formación Profesional)","grado":" "-n-"codigo":"AVEMPACE","tipo":"Centro público"
"codigo":"SSC303","denominacion":"Integración social","grado":"SUPERIOR "-n-"codigo":"SANTA EMERENCIANA","tipo":"Centro público"
"codigo":"SSC303","denominacion":"Integración social","grado":"SUPERIOR "-n-"codigo":"REYES CATÓLICOS","tipo":"Centro público"
"codigo":"SSC303","denominacion":"Integración social","grado":"SUPERIOR "-n-"codigo":"MARÍA MOLINER","tipo":"Centro público"
"codigo":"SSC303","denominacion":"Integración social","grado":"SUPERIOR "-n-"codigo":"MARÍA MOLINER","tipo":"Centro público"
"codigo":"SSC304","denominacion":"Técnico Superior en Mediación Comunicativa","grado":"SUPERIOR "-n-"codigo":"SANTA EMERENCIANA","tipo":"Centro público"
"codigo":"SSC304","denominacion":"Técnico Superior en Mediación Comunicativa","grado":"SUPERIOR "-n-"codigo":"MARÍA MOLINER","tipo":"Centro público"
"codigo":"SSC305","denominacion":"Promoción de igualdad de género","grado":"SUPERIOR "-n-"codigo":"AVEMPACE","tipo":"Centro público"
"codigo":"TCP202","denominacion":"Confección y Moda","grado":" "-n-"codigo":"LUIS BUÑUEL","tipo":"Centro público"
"codigo":"TCP301","denominacion":"Patronaje y Moda","grado":"SUPERIOR "-n-"codigo":"LUIS BUÑUEL","tipo":"Centro público"
"codigo":"TMV201","denominacion":"Carrocería","grado":"MEDIO "-n-"codigo":"MARTÍNEZ VARGAS","tipo":"Centro público"
"codigo":"TMV201","denominacion":"Carrocería","grado":"MEDIO "-n-"codigo":"SIGLO XXI","tipo":"Centro público"
"codigo":"TMV201","denominacion":"Carrocería","grado":"MEDIO "-n-"codigo":"ARSENIO JIMENO","tipo":"Centro privado"
"codigo":"TMV201","denominacion":"Carrocería","grado":"MEDIO "-n-"codigo":"MIRALBUENO","tipo":"Centro público"
"codigo":"TMV201","denominacion":"Carrocería","grado":"MEDIO "-n-"codigo":"VIRGEN DEL PILAR","tipo":"Centro público"
"codigo":"TMV202","denominacion":"Electromecánica de Vehículos Automóviles","grado":"MEDIO "-n-"codigo":"SIERRA DE GUARA","tipo":"Centro público"
"codigo":"TMV202","denominacion":"Electromecánica de Vehículos Automóviles","grado":"MEDIO "-n-"codigo":"PIRINEOS","tipo":"Centro público"
"codigo":"TMV202","denominacion":"Electromecánica de Vehículos Automóviles","grado":"MEDIO "-n-"codigo":"BAJO ARAGÓN","tipo":"Centro público"
"codigo":"TMV202","denominacion":"Electromecánica de Vehículos Automóviles","grado":"MEDIO "-n-"codigo":"SEGUNDO DE CHOMÓN","tipo":"Centro público"
"codigo":"TMV202","denominacion":"Electromecánica de Vehículos Automóviles","grado":"MEDIO "-n-"codigo":"TUBALCAÍN","tipo":"Centro público"
"codigo":"TMV202","denominacion":"Electromecánica de Vehículos Automóviles","grado":"MEDIO "-n-"codigo":"PEDRO CERRADA","tipo":"Centro público"
"codigo":"TMV202","denominacion":"Electromecánica de Vehículos Automóviles","grado":"MEDIO "-n-"codigo":"SAN VALERO","tipo":"Centro privado"
"codigo":"TMV202","denominacion":"Electromecánica de Vehículos Automóviles","grado":"MEDIO "-n-"codigo":"OBRA DIOCESANA SANTO DOMINGO DE SILOS","tipo":"Centro privado"
"codigo":"TMV202","denominacion":"Electromecánica de Vehículos Automóviles","grado":"MEDIO "-n-"codigo":"SALESIANO NTRA. SRA.DEL PILAR","tipo":"Centro privado"
"codigo":"TMV202","denominacion":"Electromecánica de Vehículos Automóviles","grado":"MEDIO "-n-"codigo":"MIRALBUENO","tipo":"Centro público"
"codigo":"TMV202","denominacion":"Electromecánica de Vehículos Automóviles","grado":"MEDIO "-n-"codigo":"RÍO GÁLLEGO","tipo":"Centro público"
"codigo":"TMV202","denominacion":"Electromecánica de Vehículos Automóviles","grado":"MEDIO "-n-"codigo":"VIRGEN DEL PILAR","tipo":"Centro público"
"codigo":"TMV204","denominacion":"Técnico de Electrómecanica de Maquinaria","grado":" "-n-"codigo":"SEGUNDO DE CHOMÓN","tipo":"Centro público"
"codigo":"TMV204","denominacion":"Técnico de Electrómecanica de Maquinaria","grado":" "-n-"codigo":"VIRGEN DEL PILAR","tipo":"Centro público"
"codigo":"TMV301","denominacion":"Automoción","grado":"SUPERIOR "-n-"codigo":"MARTÍNEZ VARGAS","tipo":"Centro público"
"codigo":"TMV301","denominacion":"Automoción","grado":"SUPERIOR "-n-"codigo":"BAJO ARAGÓN","tipo":"Centro público"
"codigo":"TMV301","denominacion":"Automoción","grado":"SUPERIOR "-n-"codigo":"SEGUNDO DE CHOMÓN","tipo":"Centro público"
"codigo":"TMV301","denominacion":"Automoción","grado":"SUPERIOR "-n-"codigo":"PEDRO CERRADA","tipo":"Centro público"
"codigo":"TMV301","denominacion":"Automoción","grado":"SUPERIOR "-n-"codigo":"SAN VALERO","tipo":"Centro privado"
"codigo":"TMV301","denominacion":"Automoción","grado":"SUPERIOR "-n-"codigo":"SALESIANO NTRA. SRA.DEL PILAR","tipo":"Centro privado"
"codigo":"TMV301","denominacion":"Automoción","grado":"SUPERIOR "-n-"codigo":"VIRGEN DEL PILAR","tipo":"Centro público"
